id,crime_type,address,description,reported_at,latitude,longitude
840,Fraud,"Connaught Place, New Delhi",Reported fraud incident.,2025-03-22T22:28:30.178448Z,28.6328,77.2197
841,Vandalism,"Sector 17, Chandigarh",Reported vandalism incident.,2025-03-03T20:06:12.178481Z,30.7353,76.7789
842,Assault,"Salt Lake, Kolkata, West Bengal",Reported assault incident.,2025-03-09T13:44:14.178497Z,22.5832,88.4088
843,Drug Possession,"Marine Drive, Mumbai, Maharashtra",Reported drug possession incident.,2025-03-27T22:53:33.178510Z,18.9436,72.8235
844,Kidnapping,"Sector 17, Chandigarh",Reported kidnapping incident.,2025-03-12T09:49:58.178523Z,30.7353,76.7789
845,Theft,"Marine Drive, Mumbai, Maharashtra",Reported theft incident.,2025-02-28T19:32:55.178536Z,18.9436,72.8235
846,Murder,"Sector 17, Chandigarh",Reported murder incident.,2025-03-10T07:26:37.178550Z,30.7353,76.7789
847,Fraud,"Charminar, Hyderabad, Telangana",Reported fraud incident.,2025-03-17T00:10:15.178564Z,17.3616,78.4747
848,Burglary,"Connaught Place, New Delhi",Reported burglary incident.,2025-03-18T19:55:02.178577Z,28.6328,77.2197
849,Burglary,"Marine Drive, Mumbai, Maharashtra",Reported burglary incident.,2025-03-21T23:33:32.178591Z,18.9436,72.8235
850,Theft,"Gandhi Nagar, Jammu",Reported theft incident.,2025-03-15T08:24:14.178604Z,32.7186,74.8581
851,Murder,"Anna Salai, Chennai, Tamil Nadu",Reported murder incident.,2025-03-02T05:32:37.178619Z,13.063,80.2606
852,Drug Possession,"Marine Drive, Mumbai, Maharashtra",Reported drug possession incident.,2025-03-07T09:08:13.178632Z,18.9436,72.8235
853,Burglary,"Charminar, Hyderabad, Telangana",Reported burglary incident.,2025-03-19T05:40:43.178645Z,17.3616,78.4747
854,Kidnapping,"Marine Drive, Mumbai, Maharashtra",Reported kidnapping incident.,2025-03-17T09:32:33.178658Z,18.9436,72.8235
855,Assault,"MG Road, Bengaluru, Karnataka",Reported assault incident.,2025-03-02T21:17:14.178672Z,12.9716,77.5946
856,Murder,"Hazratganj, Lucknow, Uttar Pradesh",Reported murder incident.,2025-03-28T21:03:42.178687Z,26.8561,80.9346
857,Drug Possession,"Salt Lake, Kolkata, West Bengal",Reported drug possession incident.,2025-03-27T09:06:35.178702Z,22.5832,88.4088
858,Kidnapping,"Charminar, Hyderabad, Telangana",Reported kidnapping incident.,2025-03-28T22:42:09.178715Z,17.3616,78.4747
859,Murder,"Gandhi Nagar, Jammu",Reported murder incident.,2025-03-08T06:55:20.178729Z,32.7186,74.8581
860,Theft,"Hazratganj, Lucknow, Uttar Pradesh",Reported theft incident.,2025-03-09T20:40:53.178742Z,26.8561,80.9346
861,Theft,"Connaught Place, New Delhi",Reported theft incident.,2025-03-09T19:13:43.178755Z,28.6328,77.2197
862,Vandalism,"Salt Lake, Kolkata, West Bengal",Reported vandalism incident.,2025-03-19T10:17:43.178768Z,22.5832,88.4088
863,Theft,"Anna Salai, Chennai, Tamil Nadu",Reported theft incident.,2025-03-18T03:42:40.178782Z,13.063,80.2606
864,Murder,"MG Road, Bengaluru, Karnataka",Reported murder incident.,2025-03-02T06:37:43.178798Z,12.9716,77.5946
865,Kidnapping,"Connaught Place, New Delhi",Reported kidnapping incident.,2025-03-09T18:21:59.178813Z,28.6328,77.2197
866,Kidnapping,"Salt Lake, Kolkata, West Bengal",Reported kidnapping incident.,2025-03-08T05:32:16.178829Z,22.5832,88.4088
867,Fraud,"Connaught Place, New Delhi",Reported fraud incident.,2025-03-02T16:31:33.178844Z,28.6328,77.2197
868,Drug Possession,"MG Road, Bengaluru, Karnataka",Reported drug possession incident.,2025-03-18T17:58:02.178872Z,12.9716,77.5946
869,Vandalism,"MG Road, Bengaluru, Karnataka",Reported vandalism incident.,2025-03-19T20:35:24.178890Z,12.9716,77.5946
870,Burglary,"Sector 17, Chandigarh",Reported burglary incident.,2025-03-01T00:28:42.178905Z,30.7353,76.7789
871,Kidnapping,"Charminar, Hyderabad, Telangana",Reported kidnapping incident.,2025-03-01T05:47:20.178921Z,17.3616,78.4747
872,Fraud,"Hazratganj, Lucknow, Uttar Pradesh",Reported fraud incident.,2025-03-07T21:22:04.178936Z,26.8561,80.9346
873,Assault,"Charminar, Hyderabad, Telangana",Reported assault incident.,2025-03-14T09:08:37.178951Z,17.3616,78.4747
874,Kidnapping,"Salt Lake, Kolkata, West Bengal",Reported kidnapping incident.,2025-03-30T14:44:04.178965Z,22.5832,88.4088
875,Vandalism,"Charminar, Hyderabad, Telangana",Reported vandalism incident.,2025-03-03T18:53:46.178978Z,17.3616,78.4747
876,Assault,"Hazratganj, Lucknow, Uttar Pradesh",Reported assault incident.,2025-03-14T05:17:48.178992Z,26.8561,80.9346
877,Drug Possession,"Salt Lake, Kolkata, West Bengal",Reported drug possession incident.,2025-03-19T21:46:00.179005Z,22.5832,88.4088
878,Burglary,"Charminar, Hyderabad, Telangana",Reported burglary incident.,2025-03-14T10:05:50.179018Z,17.3616,78.4747
879,Burglary,"Hazratganj, Lucknow, Uttar Pradesh",Reported burglary incident.,2025-03-04T11:46:57.179032Z,26.8561,80.9346
880,Theft,"Charminar, Hyderabad, Telangana",Reported theft incident.,2025-03-24T22:58:36.179046Z,17.3616,78.4747
881,Vandalism,"Charminar, Hyderabad, Telangana",Reported vandalism incident.,2025-03-26T10:50:49.179059Z,17.3616,78.4747
882,Theft,"MI Road, Jaipur, Rajasthan",Reported theft incident.,2025-03-07T23:15:49.179072Z,26.9124,75.7873
883,Kidnapping,"MI Road, Jaipur, Rajasthan",Reported kidnapping incident.,2025-03-14T07:49:54.179085Z,26.9124,75.7873
884,Assault,"Hazratganj, Lucknow, Uttar Pradesh",Reported assault incident.,2025-03-23T18:37:55.179099Z,26.8561,80.9346
885,Vandalism,"Hazratganj, Lucknow, Uttar Pradesh",Reported vandalism incident.,2025-03-04T02:30:57.179113Z,26.8561,80.9346
886,Fraud,"Anna Salai, Chennai, Tamil Nadu",Reported fraud incident.,2025-03-06T16:42:32.179126Z,13.063,80.2606
887,Theft,"Charminar, Hyderabad, Telangana",Reported theft incident.,2025-03-31T00:45:42.179140Z,17.3616,78.4747
888,Kidnapping,"Gandhi Nagar, Jammu",Reported kidnapping incident.,2025-03-28T02:03:50.179154Z,32.7186,74.8581
889,Drug Possession,"Sector 17, Chandigarh",Reported drug possession incident.,2025-03-03T01:44:54.179168Z,30.7353,76.7789
890,Kidnapping,"MI Road, Jaipur, Rajasthan",Reported kidnapping incident.,2025-03-02T17:04:02.179181Z,26.9124,75.7873
891,Vandalism,"Anna Salai, Chennai, Tamil Nadu",Reported vandalism incident.,2025-03-26T14:40:06.179196Z,13.063,80.2606
892,Vandalism,"Anna Salai, Chennai, Tamil Nadu",Reported vandalism incident.,2025-03-23T14:35:09.179210Z,13.063,80.2606
893,Murder,"Sector 17, Chandigarh",Reported murder incident.,2025-03-28T11:39:32.179224Z,30.7353,76.7789
894,Vandalism,"Marine Drive, Mumbai, Maharashtra",Reported vandalism incident.,2025-03-01T06:10:09.179237Z,18.9436,72.8235
895,Fraud,"Anna Salai, Chennai, Tamil Nadu",Reported fraud incident.,2025-03-21T00:13:36.179271Z,13.063,80.2606
896,Drug Possession,"Hazratganj, Lucknow, Uttar Pradesh",Reported drug possession incident.,2025-03-05T23:02:45.179288Z,26.8561,80.9346
897,Kidnapping,"Marine Drive, Mumbai, Maharashtra",Reported kidnapping incident.,2025-03-11T08:01:42.179417Z,18.9436,72.8235
898,Theft,"Connaught Place, New Delhi",Reported theft incident.,2025-03-21T11:01:24.179435Z,28.6328,77.2197
899,Fraud,"Hazratganj, Lucknow, Uttar Pradesh",Reported fraud incident.,2025-03-20T08:57:03.179449Z,26.8561,80.9346
900,Murder,"MI Road, Jaipur, Rajasthan",Reported murder incident.,2025-03-20T09:26:04.179464Z,26.9124,75.7873
901,Murder,"Anna Salai, Chennai, Tamil Nadu",Reported murder incident.,2025-03-07T19:14:41.179479Z,13.063,80.2606
902,Fraud,"Anna Salai, Chennai, Tamil Nadu",Reported fraud incident.,2025-03-07T04:10:30.179494Z,13.063,80.2606
903,Burglary,"MI Road, Jaipur, Rajasthan",Reported burglary incident.,2025-03-23T05:04:50.179510Z,26.9124,75.7873
904,Assault,"Connaught Place, New Delhi",Reported assault incident.,2025-03-16T22:26:11.179526Z,28.6328,77.2197
905,Vandalism,"Sector 17, Chandigarh",Reported vandalism incident.,2025-03-12T14:23:16.179541Z,30.7353,76.7789
906,Kidnapping,"Anna Salai, Chennai, Tamil Nadu",Reported kidnapping incident.,2025-03-06T07:28:08.179557Z,13.063,80.2606
907,Murder,"MI Road, Jaipur, Rajasthan",Reported murder incident.,2025-03-28T00:55:07.179571Z,26.9124,75.7873
908,Theft,"Salt Lake, Kolkata, West Bengal",Reported theft incident.,2025-03-05T05:13:34.179584Z,22.5832,88.4088
909,Burglary,"Anna Salai, Chennai, Tamil Nadu",Reported burglary incident.,2025-03-31T02:50:18.179600Z,13.063,80.2606
910,Theft,"Salt Lake, Kolkata, West Bengal",Reported theft incident.,2025-03-20T21:39:02.179615Z,22.5832,88.4088
911,Drug Possession,"Salt Lake, Kolkata, West Bengal",Reported drug possession incident.,2025-03-30T22:46:23.179657Z,22.5832,88.4088
912,Drug Possession,"Gandhi Nagar, Jammu",Reported drug possession incident.,2025-03-05T04:02:59.179675Z,32.7186,74.8581
913,Murder,"Charminar, Hyderabad, Telangana",Reported murder incident.,2025-03-22T03:37:31.179691Z,17.3616,78.4747
914,Fraud,"Sector 17, Chandigarh",Reported fraud incident.,2025-03-24T18:12:55.179708Z,30.7353,76.7789
915,Murder,"Charminar, Hyderabad, Telangana",Reported murder incident.,2025-03-03T14:22:48.179724Z,17.3616,78.4747
916,Fraud,"Hazratganj, Lucknow, Uttar Pradesh",Reported fraud incident.,2025-03-14T15:53:04.179740Z,26.8561,80.9346
917,Kidnapping,"Gandhi Nagar, Jammu",Reported kidnapping incident.,2025-03-15T05:37:47.179755Z,32.7186,74.8581
918,Theft,"MG Road, Bengaluru, Karnataka",Reported theft incident.,2025-03-07T17:26:18.179771Z,12.9716,77.5946
919,Kidnapping,"Sector 17, Chandigarh",Reported kidnapping incident.,2025-03-12T04:04:22.179790Z,30.7353,76.7789
920,Kidnapping,"Gandhi Nagar, Jammu",Reported kidnapping incident.,2025-03-20T10:24:10.179806Z,32.7186,74.8581
921,Burglary,"Sector 17, Chandigarh",Reported burglary incident.,2025-03-24T03:13:45.179821Z,30.7353,76.7789
922,Assault,"Connaught Place, New Delhi",Reported assault incident.,2025-03-26T09:00:43.179845Z,28.6328,77.2197
923,Fraud,"Salt Lake, Kolkata, West Bengal",Reported fraud incident.,2025-03-31T05:07:58.179862Z,22.5832,88.4088
924,Kidnapping,"Sector 17, Chandigarh",Reported kidnapping incident.,2025-03-21T12:37:03.179877Z,30.7353,76.7789
925,Assault,"Anna Salai, Chennai, Tamil Nadu",Reported assault incident.,2025-03-22T11:06:27.179893Z,13.063,80.2606
926,Drug Possession,"Anna Salai, Chennai, Tamil Nadu",Reported drug possession incident.,2025-03-27T15:12:25.179910Z,13.063,80.2606
927,Vandalism,"Sector 17, Chandigarh",Reported vandalism incident.,2025-03-19T22:39:38.179926Z,30.7353,76.7789
928,Vandalism,"Hazratganj, Lucknow, Uttar Pradesh",Reported vandalism incident.,2025-03-10T13:48:55.179942Z,26.8561,80.9346
929,Burglary,"Hazratganj, Lucknow, Uttar Pradesh",Reported burglary incident.,2025-03-01T21:57:50.179958Z,26.8561,80.9346
930,Burglary,"Salt Lake, Kolkata, West Bengal",Reported burglary incident.,2025-03-10T22:07:49.179974Z,22.5832,88.4088
931,Burglary,"MI Road, Jaipur, Rajasthan",Reported burglary incident.,2025-03-23T22:25:54.179991Z,26.9124,75.7873
932,Kidnapping,"Sector 17, Chandigarh",Reported kidnapping incident.,2025-03-23T18:38:20.180006Z,30.7353,76.7789
933,Assault,"MI Road, Jaipur, Rajasthan",Reported assault incident.,2025-03-19T17:02:20.180021Z,26.9124,75.7873
934,Drug Possession,"Marine Drive, Mumbai, Maharashtra",Reported drug possession incident.,2025-03-08T05:39:53.180037Z,18.9436,72.8235
935,Fraud,"MI Road, Jaipur, Rajasthan",Reported fraud incident.,2025-03-26T13:45:37.180054Z,26.9124,75.7873
936,Burglary,"Salt Lake, Kolkata, West Bengal",Reported burglary incident.,2025-03-07T13:14:53.180075Z,22.5832,88.4088
937,Kidnapping,"MG Road, Bengaluru, Karnataka",Reported kidnapping incident.,2025-03-08T02:20:34.180084Z,12.9716,77.5946
938,Assault,"Salt Lake, Kolkata, West Bengal",Reported assault incident.,2025-03-30T20:37:49.180092Z,22.5832,88.4088
939,Kidnapping,"Anna Salai, Chennai, Tamil Nadu",Reported kidnapping incident.,2025-03-26T03:52:53.180100Z,13.063,80.2606
940,Burglary,"Anna Salai, Chennai, Tamil Nadu",Reported burglary incident.,2025-03-28T04:24:50.180108Z,13.063,80.2606
941,Burglary,"Anna Salai, Chennai, Tamil Nadu",Reported burglary incident.,2025-03-03T09:27:51.180117Z,13.063,80.2606
942,Burglary,"Charminar, Hyderabad, Telangana",Reported burglary incident.,2025-03-21T13:43:13.180125Z,17.3616,78.4747
943,Murder,"Anna Salai, Chennai, Tamil Nadu",Reported murder incident.,2025-03-27T01:12:12.180133Z,13.063,80.2606
944,Burglary,"Charminar, Hyderabad, Telangana",Reported burglary incident.,2025-03-03T16:40:35.180141Z,17.3616,78.4747
945,Burglary,"Hazratganj, Lucknow, Uttar Pradesh",Reported burglary incident.,2025-03-21T09:19:45.180149Z,26.8561,80.9346
946,Drug Possession,"MI Road, Jaipur, Rajasthan",Reported drug possession incident.,2025-03-28T20:26:00.180158Z,26.9124,75.7873
947,Vandalism,"Charminar, Hyderabad, Telangana",Reported vandalism incident.,2025-03-16T21:57:49.180167Z,17.3616,78.4747
948,Vandalism,"Hazratganj, Lucknow, Uttar Pradesh",Reported vandalism incident.,2025-03-21T04:41:27.180175Z,26.8561,80.9346
949,Kidnapping,"Marine Drive, Mumbai, Maharashtra",Reported kidnapping incident.,2025-03-07T19:13:53.180187Z,18.9436,72.8235
950,Kidnapping,"Charminar, Hyderabad, Telangana",Reported kidnapping incident.,2025-03-18T13:02:13.180203Z,17.3616,78.4747
951,Assault,"Anna Salai, Chennai, Tamil Nadu",Reported assault incident.,2025-03-28T15:22:57.180218Z,13.063,80.2606
952,Theft,"Sector 17, Chandigarh",Reported theft incident.,2025-03-26T01:43:27.180233Z,30.7353,76.7789
953,Assault,"MI Road, Jaipur, Rajasthan",Reported assault incident.,2025-03-01T04:01:57.180248Z,26.9124,75.7873
954,Murder,"Anna Salai, Chennai, Tamil Nadu",Reported murder incident.,2025-03-28T16:56:02.180263Z,13.063,80.2606
955,Kidnapping,"MI Road, Jaipur, Rajasthan",Reported kidnapping incident.,2025-03-09T03:27:12.180277Z,26.9124,75.7873
956,Theft,"Sector 17, Chandigarh",Reported theft incident.,2025-03-31T01:02:01.180291Z,30.7353,76.7789
957,Assault,"Marine Drive, Mumbai, Maharashtra",Reported assault incident.,2025-03-19T10:54:11.180306Z,18.9436,72.8235
958,Murder,"Sector 17, Chandigarh",Reported murder incident.,2025-03-06T15:22:00.180320Z,30.7353,76.7789
959,Murder,"Sector 17, Chandigarh",Reported murder incident.,2025-03-26T10:51:19.180334Z,30.7353,76.7789
960,Fraud,"MI Road, Jaipur, Rajasthan",Reported fraud incident.,2025-03-27T13:29:12.180351Z,26.9124,75.7873
961,Assault,"Hazratganj, Lucknow, Uttar Pradesh",Reported assault incident.,2025-03-18T16:08:54.180369Z,26.8561,80.9346
962,Vandalism,"Hazratganj, Lucknow, Uttar Pradesh",Reported vandalism incident.,2025-03-02T21:02:57.180384Z,26.8561,80.9346
963,Kidnapping,"MI Road, Jaipur, Rajasthan",Reported kidnapping incident.,2025-03-17T10:19:33.180400Z,26.9124,75.7873
964,Vandalism,"MI Road, Jaipur, Rajasthan",Reported vandalism incident.,2025-03-11T09:52:29.180416Z,26.9124,75.7873
965,Drug Possession,"Anna Salai, Chennai, Tamil Nadu",Reported drug possession incident.,2025-03-26T16:10:11.180432Z,13.063,80.2606
966,Burglary,"Sector 17, Chandigarh",Reported burglary incident.,2025-03-03T02:36:55.180447Z,30.7353,76.7789
967,Burglary,"Hazratganj, Lucknow, Uttar Pradesh",Reported burglary incident.,2025-03-21T09:09:52.180463Z,26.8561,80.9346
968,Kidnapping,"MG Road, Bengaluru, Karnataka",Reported kidnapping incident.,2025-03-01T15:49:41.180688Z,12.9716,77.5946
969,Murder,"Salt Lake, Kolkata, West Bengal",Reported murder incident.,2025-03-04T22:30:45.180722Z,22.5832,88.4088
970,Fraud,"Sector 17, Chandigarh",Reported fraud incident.,2025-03-21T07:27:45.180741Z,30.7353,76.7789
971,Murder,"Marine Drive, Mumbai, Maharashtra",Reported murder incident.,2025-03-20T21:52:44.180752Z,18.9436,72.8235
972,Vandalism,"Salt Lake, Kolkata, West Bengal",Reported vandalism incident.,2025-03-04T20:56:47.180761Z,22.5832,88.4088
973,Assault,"Gandhi Nagar, Jammu",Reported assault incident.,2025-03-10T11:55:13.180769Z,32.7186,74.8581
974,Vandalism,"MI Road, Jaipur, Rajasthan",Reported vandalism incident.,2025-03-01T02:43:08.180778Z,26.9124,75.7873
975,Burglary,"Gandhi Nagar, Jammu",Reported burglary incident.,2025-03-03T22:30:31.180800Z,32.7186,74.8581
976,Kidnapping,"Anna Salai, Chennai, Tamil Nadu",Reported kidnapping incident.,2025-03-04T22:39:04.180810Z,13.063,80.2606
977,Kidnapping,"MI Road, Jaipur, Rajasthan",Reported kidnapping incident.,2025-03-18T07:58:33.180818Z,26.9124,75.7873
978,Vandalism,"Marine Drive, Mumbai, Maharashtra",Reported vandalism incident.,2025-03-18T05:25:46.180826Z,18.9436,72.8235
979,Vandalism,"Charminar, Hyderabad, Telangana",Reported vandalism incident.,2025-03-30T11:11:57.180834Z,17.3616,78.4747
980,Theft,"MI Road, Jaipur, Rajasthan",Reported theft incident.,2025-03-30T19:10:47.180843Z,26.9124,75.7873
981,Fraud,"MG Road, Bengaluru, Karnataka",Reported fraud incident.,2025-03-01T04:15:48.180851Z,12.9716,77.5946
982,Fraud,"Anna Salai, Chennai, Tamil Nadu",Reported fraud incident.,2025-03-02T06:44:46.180859Z,13.063,80.2606
983,Burglary,"MI Road, Jaipur, Rajasthan",Reported burglary incident.,2025-03-05T00:48:44.180867Z,26.9124,75.7873
984,Kidnapping,"Marine Drive, Mumbai, Maharashtra",Reported kidnapping incident.,2025-03-25T10:17:11.180875Z,18.9436,72.8235
985,Fraud,"Marine Drive, Mumbai, Maharashtra",Reported fraud incident.,2025-03-22T11:41:20.180883Z,18.9436,72.8235
986,Burglary,"Hazratganj, Lucknow, Uttar Pradesh",Reported burglary incident.,2025-03-17T13:46:31.180892Z,26.8561,80.9346
987,Fraud,"MI Road, Jaipur, Rajasthan",Reported fraud incident.,2025-03-27T12:21:55.180900Z,26.9124,75.7873
988,Burglary,"Connaught Place, New Delhi",Reported burglary incident.,2025-03-03T23:33:50.180908Z,28.6328,77.2197
989,Fraud,"Gandhi Nagar, Jammu",Reported fraud incident.,2025-03-20T07:35:24.180916Z,32.7186,74.8581
990,Kidnapping,"Gandhi Nagar, Jammu",Reported kidnapping incident.,2025-03-15T05:21:57.180924Z,32.7186,74.8581
991,Assault,"Sector 17, Chandigarh",Reported assault incident.,2025-03-14T04:49:45.180932Z,30.7353,76.7789
992,Vandalism,"Hazratganj, Lucknow, Uttar Pradesh",Reported vandalism incident.,2025-03-30T06:18:17.180945Z,26.8561,80.9346
993,Murder,"Gandhi Nagar, Jammu",Reported murder incident.,2025-03-15T02:23:12.180953Z,32.7186,74.8581
994,Drug Possession,"Gandhi Nagar, Jammu",Reported drug possession incident.,2025-02-28T09:16:49.180962Z,32.7186,74.8581
995,Drug Possession,"MI Road, Jaipur, Rajasthan",Reported drug possession incident.,2025-03-24T20:00:58.180971Z,26.9124,75.7873
996,Kidnapping,"Charminar, Hyderabad, Telangana",Reported kidnapping incident.,2025-03-23T08:08:27.180979Z,17.3616,78.4747
997,Murder,"Salt Lake, Kolkata, West Bengal",Reported murder incident.,2025-03-05T23:23:15.181276Z,22.5832,88.4088
998,Assault,"MG Road, Bengaluru, Karnataka",Reported assault incident.,2025-03-28T15:29:21.181303Z,12.9716,77.5946
999,Vandalism,"Gandhi Nagar, Jammu",Reported vandalism incident.,2025-03-13T13:28:30.181313Z,32.7186,74.8581
1000,Assault,"Gandhi Nagar, Jammu",Reported assault incident.,2025-03-01T05:02:35.181322Z,32.7186,74.8581
1001,Kidnapping,"Marine Drive, Mumbai, Maharashtra",Reported kidnapping incident.,2025-03-30T12:58:02.181337Z,18.9436,72.8235
1002,Theft,"MI Road, Jaipur, Rajasthan",Reported theft incident.,2025-02-28T11:03:32.181368Z,26.9124,75.7873
1003,Theft,"Salt Lake, Kolkata, West Bengal",Reported theft incident.,2025-03-08T06:51:38.181387Z,22.5832,88.4088
1004,Murder,"Connaught Place, New Delhi",Reported murder incident.,2025-03-13T00:01:14.181400Z,28.6328,77.2197
1005,Drug Possession,"MG Road, Bengaluru, Karnataka",Reported drug possession incident.,2025-03-01T01:07:53.181408Z,12.9716,77.5946
1006,Assault,"Sector 17, Chandigarh",Reported assault incident.,2025-03-04T17:26:13.181417Z,30.7353,76.7789
1007,Murder,"Hazratganj, Lucknow, Uttar Pradesh",Reported murder incident.,2025-03-21T05:35:27.181426Z,26.8561,80.9346
1008,Fraud,"MI Road, Jaipur, Rajasthan",Reported fraud incident.,2025-03-20T14:02:07.181441Z,26.9124,75.7873
